count,1,2,3,4,5,6,7,persons,amounts,total,odd,even,yellow,blue,red,green,gray,band,1continue,2continue,3continue,4continue,endigDigit
584,7,18,30,39,40,41,36,3,"5,033,183,250",175,3,3,1,1,1,2,1,5,0,1,0,0,2
585,6,7,10,16,38,41,4,9,"1,620,546,334",118,2,4,3,1,0,1,1,4,1,0,0,0,2
586,2,7,12,15,21,34,5,8,"1,778,354,344",91,3,3,2,2,1,1,0,4,0,0,0,0,2
587,14,21,29,31,32,37,17,3,"4,974,577,375",164,4,2,0,1,2,3,0,3,1,0,0,0,2
588,2,8,15,22,25,41,30,5,"2,889,342,075",113,3,3,2,1,2,0,1,4,0,0,0,0,2
589,6,8,28,33,38,39,22,7,"2,136,877,983",152,2,4,2,0,1,3,0,3,1,0,0,0,3
590,20,30,36,38,41,45,23,7,"2,185,183,983",210,2,4,0,1,1,2,2,4,0,0,0,0,2
591,8,13,14,30,38,39,5,5,"2,964,676,200",142,2,4,1,2,1,2,0,4,1,0,0,0,2
592,2,5,6,13,28,44,43,6,"2,356,381,688",98,2,4,3,1,1,0,1,4,1,0,0,0,1
593,9,10,13,24,33,38,28,9,"1,532,833,500",127,3,3,2,1,1,2,0,4,1,0,0,0,2
594,2,8,13,25,28,37,3,11,"1,255,592,796",113,3,3,2,1,2,1,0,4,0,0,0,0,2
595,8,24,28,35,38,40,5,8,"1,744,525,219",173,1,5,1,0,2,3,0,3,0,0,0,0,3
596,3,4,12,14,25,43,17,10,"1,328,267,663",101,3,3,2,2,1,0,1,4,1,0,0,0,2
597,8,10,23,24,35,43,37,13,"1,057,920,606",143,3,3,2,0,2,1,1,4,1,0,0,0,2
598,4,12,24,33,38,45,22,16,"833,998,594",156,2,4,1,1,1,2,1,5,0,0,0,0,2
599,5,12,17,29,34,35,27,8,"1,710,918,329",132,4,2,1,2,1,2,0,4,1,0,0,0,2
600,5,11,14,27,29,36,44,15,"901,798,725",122,4,2,1,2,2,1,0,4,0,0,0,0,1
601,2,16,19,31,34,35,37,9,"1,524,565,209",137,3,3,1,2,0,3,0,3,1,0,0,0,1
602,13,14,22,27,30,38,2,8,"1,689,530,860",144,2,4,0,2,3,1,0,3,1,0,0,0,1
603,2,19,25,26,27,43,28,4,"3,452,136,563",142,4,2,1,1,3,0,1,4,0,1,0,0,1
604,2,6,18,21,33,34,30,11,"1,229,141,557",114,2,4,2,1,1,2,0,4,1,0,0,0,1
605,1,2,7,9,10,38,42,9,"1,394,232,250",67,3,3,5,0,0,1,0,2,1,0,0,0,1
606,1,5,6,14,20,39,22,10,"1,311,566,850",85,3,3,3,2,0,1,0,3,1,0,0,0,1
607,8,14,23,36,38,39,13,4,"3,494,480,907",158,2,4,1,1,1,3,0,4,1,0,0,0,2
608,4,8,18,19,39,44,41,7,"1,943,530,018",132,2,4,2,2,0,1,1,4,1,0,0,0,2
609,4,8,27,34,39,40,13,2,"6,339,311,438",152,2,4,2,0,1,3,0,3,1,0,0,0,2
610,14,18,20,23,28,36,33,4,"3,516,018,375",139,1,5,0,3,2,1,0,3,0,0,0,0,2
611,2,22,27,33,36,37,14,4,"3,502,706,157",157,3,3,1,0,2,3,0,3,1,0,0,0,2
612,6,9,18,19,25,33,40,11,"1,181,705,250",110,4,2,2,2,1,1,0,4,1,0,0,0,2
613,7,8,11,16,41,44,35,9,"1,549,831,209",127,3,3,2,2,0,0,2,3,1,0,0,0,2
614,8,21,25,39,40,44,18,6,"2,540,975,438",177,3,3,1,0,2,2,1,4,1,0,0,0,1
615,10,17,18,19,23,27,35,9,"1,535,062,417",114,4,2,1,3,2,0,0,3,0,1,0,0,2
616,5,13,18,23,40,45,3,9,"1,611,811,250",144,4,2,1,2,1,1,1,5,0,0,0,0,2
617,4,5,11,12,24,27,28,8,"1,629,701,860",83,3,3,2,2,2,0,0,3,1,0,0,0,2
618,8,16,25,30,42,43,15,5,"2,881,326,225",164,2,4,1,1,2,0,2,4,1,0,0,0,1
619,6,8,13,30,35,40,21,3,"4,612,479,375",132,2,4,2,1,1,2,0,4,0,0,0,0,2
620,2,16,17,32,39,45,40,7,"2,028,283,233",151,3,3,1,2,0,2,1,4,1,0,0,0,2
621,1,2,6,16,19,42,9,6,"2,359,723,500",86,2,4,3,2,0,0,1,3,1,0,0,0,2
622,9,15,16,21,28,34,24,9,"1,630,598,292",123,3,3,1,2,2,1,0,4,1,0,0,0,1
623,7,13,30,39,41,45,25,8,"1,813,702,594",175,5,1,1,1,1,1,2,5,0,0,0,0,1
624,1,7,19,26,27,35,16,5,"2,763,729,450",115,5,1,2,1,2,1,0,4,1,0,0,0,2
625,3,6,7,20,21,39,13,5,"2,765,184,675",96,4,2,3,1,1,1,0,4,1,0,0,0,1
626,13,14,26,33,40,43,15,8,"1,717,871,110",169,3,3,0,2,1,2,1,4,1,0,0,0,3
627,2,9,22,25,31,45,12,10,"1,352,230,650",134,4,2,2,0,2,1,1,4,0,0,0,0,2
628,1,7,12,15,23,42,11,9,"1,499,942,875",100,4,2,2,2,1,0,1,4,0,0,0,0,2
629,19,28,31,38,43,44,1,5,"2,919,433,575",203,3,3,0,1,1,2,2,4,1,0,0,0,2
630,8,17,21,24,27,31,15,3,"4,836,305,500",128,4,2,1,1,3,1,0,4,0,0,0,0,2
631,1,2,4,23,31,34,8,4,"3,919,853,532",95,3,3,3,0,1,2,0,3,1,0,0,0,2
632,15,18,21,32,35,44,6,11,"1,432,587,716",165,3,3,0,2,1,2,1,4,0,0,0,0,2
633,9,12,19,20,39,41,13,12,"1,217,257,094",140,4,2,1,3,0,1,1,4,1,0,0,0,3
634,4,10,11,12,20,27,38,13,"1,077,935,106",84,2,4,2,3,1,0,0,3,0,1,0,0,2
635,11,13,25,26,29,33,32,8,"1,855,587,235",137,5,1,0,2,3,1,0,3,1,0,0,0,2
636,6,7,15,16,20,31,26,8,"1,832,362,219",95,3,3,2,3,0,1,0,3,1,0,0,0,2
637,3,16,22,37,38,44,23,4,"3,899,241,094",160,2,4,1,1,1,2,1,5,1,0,0,0,1
638,7,18,22,24,31,34,6,7,"2,229,403,179",136,2,4,1,1,2,2,0,4,0,0,0,0,2
639,6,15,22,23,25,32,40,4,"4,061,185,219",123,3,3,1,1,3,1,0,4,1,0,0,0,2
640,14,15,18,21,26,35,23,9,"1,728,768,834",129,3,3,0,3,2,1,0,3,1,0,0,0,2
641,11,18,21,36,37,43,12,8,"1,990,074,563",166,4,2,0,2,1,2,1,4,1,0,0,0,2
642,8,17,18,24,39,45,32,12,"1,251,460,438",151,3,3,1,2,1,1,1,5,1,0,0,0,2
643,15,24,31,32,33,40,13,6,"2,535,763,625",175,3,3,0,1,1,4,0,3,0,1,0,0,1
644,5,13,17,23,28,36,8,8,"1,831,451,204",122,4,2,1,2,2,1,0,4,0,0,0,0,2
645,1,4,16,26,40,41,31,4,"3,696,297,750",128,2,4,2,1,1,1,1,5,1,0,0,0,2
646,2,9,24,41,43,45,30,7,"2,215,498,393",164,4,2,2,0,1,0,3,3,0,0,0,0,1
647,5,16,21,23,24,30,29,7,"2,189,725,608",119,3,3,1,1,4,0,0,3,1,0,0,0,1
648,13,19,28,37,38,43,4,7,"2,120,987,947",178,4,2,0,2,1,2,1,4,1,0,0,0,2
649,3,21,22,33,41,42,20,5,"2,948,042,100",162,4,2,1,0,2,1,2,4,1,0,0,0,2
650,3,4,7,11,31,41,35,5,"2,849,298,900",97,5,1,3,1,0,1,1,4,1,0,0,0,3
651,11,12,16,26,29,44,18,8,"1,855,306,454",138,2,4,0,3,2,0,1,3,1,0,0,0,2
652,3,13,15,40,41,44,20,5,"3,003,483,525",156,4,2,1,2,0,1,2,4,1,0,0,0,2
653,5,6,26,27,38,39,1,14,"980,958,670",141,3,3,2,0,2,2,0,3,1,0,0,0,2
654,16,21,26,31,36,43,6,8,"1,879,301,391",173,3,3,0,1,2,2,1,4,0,0,0,0,3
655,7,37,38,39,40,44,18,9,"1,661,439,625",205,3,3,1,0,0,4,1,3,0,0,1,0,2
656,3,7,14,16,31,40,39,2,"7,330,002,750",111,3,3,2,2,0,2,0,3,0,0,0,0,1
657,10,14,19,39,40,43,23,9,"1,694,762,792",165,3,3,1,2,0,2,1,4,1,0,0,0,2
658,8,19,25,28,32,36,37,9,"1,634,031,375",148,2,4,1,1,2,2,0,4,0,0,0,0,2
659,7,18,19,27,29,42,45,11,"1,336,604,216",142,4,2,1,2,2,0,1,4,1,0,0,0,2
660,4,9,23,33,39,44,14,10,"1,421,272,575",152,4,2,2,0,1,2,1,4,0,0,0,0,2
661,2,3,12,20,27,38,40,8,"1,713,025,547",102,2,4,2,2,1,1,0,4,1,0,0,0,2
662,5,6,9,11,15,37,26,8,"1,689,733,688",83,5,1,3,2,0,1,0,3,1,0,0,0,2
663,3,5,8,19,38,42,20,7,"2,080,244,143",115,3,3,3,1,0,1,1,4,0,0,0,0,2
664,10,20,33,36,41,44,5,10,"1,536,801,338",184,2,4,1,1,0,2,2,4,0,0,0,0,2
665,5,6,11,17,38,44,13,4,"3,643,230,375",121,3,3,2,2,0,1,1,4,1,0,0,0,1
666,2,4,6,11,17,28,16,6,"2,396,901,063",68,2,4,3,2,1,0,0,3,0,0,0,0,1
667,15,17,25,37,42,43,13,7,"2,228,764,393",179,5,1,0,2,1,1,2,4,1,0,0,0,2
668,12,14,15,24,27,32,3,5,"2,991,158,625",124,2,4,0,3,2,1,0,3,1,0,0,0,2
669,7,8,20,29,33,38,9,6,"2,708,173,188",135,3,3,2,1,1,2,0,4,1,0,0,0,2
670,11,18,26,27,40,41,25,12,"1,191,725,219",163,3,3,0,2,2,1,1,4,1,0,0,0,2
671,7,9,10,13,31,35,24,4,"3,722,322,844",105,5,1,3,1,0,2,0,3,1,0,0,0,1
672,8,21,28,31,36,45,43,9,"1,754,745,000",169,3,3,1,0,2,2,1,4,0,0,0,0,2
673,7,10,17,29,33,44,5,10,"1,491,453,300",140,4,2,2,1,1,1,1,5,0,0,0,0,2
674,9,10,14,25,27,31,11,8,"1,770,565,500",116,4,2,2,1,2,1,0,4,1,0,0,0,1
675,1,8,11,15,18,45,7,4,"3,514,549,032",98,4,2,2,3,0,0,1,3,0,0,0,0,2
676,1,8,17,34,39,45,27,8,"1,879,726,500",144,4,2,2,1,0,2,1,4,0,0,0,0,1
677,12,15,24,36,41,44,42,8,"1,921,114,407",172,2,4,0,2,1,1,2,4,0,0,0,0,2
678,4,5,6,12,25,37,45,6,"2,288,490,188",89,3,3,3,1,1,1,0,4,0,1,0,0,2
679,3,5,7,14,26,34,35,5,"2,863,005,600",89,3,3,3,1,1,1,0,4,0,0,0,0,2
680,4,10,19,29,32,42,30,14,"1,110,570,563",136,2,4,2,1,1,1,1,5,0,0,0,0,2
681,21,24,27,29,43,44,7,6,"2,696,328,938",188,4,2,0,0,4,0,2,2,1,0,0,0,2
682,17,23,27,35,38,43,2,4,"4,063,713,563",183,5,1,0,1,2,2,1,4,0,0,0,0,2
683,6,13,20,27,28,40,15,16,"1,010,930,883",134,2,4,1,2,2,1,0,4,1,0,0,0,2
684,1,11,15,17,25,39,40,9,"1,688,815,709",108,6,0,1,3,1,1,0,4,0,0,0,0,2
685,6,7,12,28,38,40,18,11,"1,494,367,671",131,1,5,2,1,1,2,0,4,1,0,0,0,2
686,7,12,15,24,25,43,13,8,"1,937,531,719",126,4,2,1,2,2,0,1,4,1,0,0,0,2
687,1,8,10,13,28,42,45,6,"2,720,029,313",102,2,4,3,1,1,0,1,4,0,0,0,0,2
688,5,15,22,23,34,35,2,9,"1,967,536,750",134,4,2,1,1,2,2,0,4,1,0,0,0,3
689,7,17,19,30,36,38,34,7,"2,321,775,911",147,3,3,1,2,1,2,0,4,0,0,0,0,2
690,24,25,33,34,38,39,43,15,"1,126,507,625",193,3,3,0,0,2,4,0,2,1,0,0,0,2
691,15,27,33,35,43,45,16,6,"2,839,296,750",198,6,0,0,1,1,2,2,4,0,0,0,0,3
692,3,11,14,15,32,36,44,7,"2,301,273,697",111,3,3,1,3,0,2,0,3,1,0,0,0,1
693,1,6,11,28,34,42,30,10,"1,642,763,813",122,2,4,2,1,1,1,1,5,0,0,0,0,2
694,7,15,20,25,33,43,12,10,"1,555,036,388",143,5,1,1,2,1,1,1,5,0,0,0,0,2
695,4,18,26,33,34,38,14,11,"1,450,214,830",153,1,5,1,1,1,3,0,4,1,0,0,0,2
696,1,7,16,18,34,38,21,10,"1,632,054,413",114,2,4,2,2,0,2,0,3,0,0,0,0,2
697,2,5,8,11,33,39,31,10,"1,531,443,038",98,4,2,3,1,0,2,0,3,0,0,0,0,1
698,3,11,13,21,33,37,18,8,"1,921,084,125",118,6,0,1,2,1,2,0,4,0,0,0,0,3
699,4,5,8,16,21,29,3,8,"1,995,411,375",83,3,3,3,1,2,0,0,3,1,0,0,0,1
700,11,23,28,29,30,44,13,8,"2,082,099,188",165,3,3,0,1,4,0,1,3,0,1,0,0,1
701,3,10,14,16,36,38,35,10,"1,583,183,175",117,1,5,2,2,0,2,0,3,0,0,0,0,2
702,3,13,16,24,26,29,9,11,"1,465,091,387",111,3,3,1,2,3,0,0,3,0,0,0,0,2
703,10,28,31,33,41,44,21,5,"3,235,784,100",187,3,3,1,0,1,2,2,4,0,0,0,0,2
704,1,4,8,23,33,42,45,4,"3,865,190,344",111,3,3,3,0,1,1,1,4,0,0,0,0,2
705,1,6,17,22,28,45,23,4,"3,987,206,532",119,3,3,2,1,2,0,1,4,0,0,0,0,1
706,3,4,6,10,28,30,37,4,"3,831,746,063",81,1,5,4,0,2,0,0,2,1,0,0,0,2
707,2,12,19,24,39,44,35,12,"1,322,167,313",140,2,4,1,2,1,1,1,5,0,0,0,0,2
708,2,10,16,19,34,45,1,4,"4,099,552,219",126,2,4,2,2,0,1,1,4,0,0,0,0,1
709,10,18,30,36,39,44,32,14,"1,165,271,625",177,1,5,1,1,1,2,1,5,0,0,0,0,2
710,3,4,9,24,25,33,10,5,"2,895,441,150",98,4,2,3,0,2,1,0,3,1,0,0,0,2
711,11,15,24,35,37,45,42,7,"2,277,413,358",167,5,1,0,2,1,2,1,4,0,0,0,0,3
712,17,20,30,31,33,45,19,4,"4,034,485,125",176,4,2,0,2,1,2,1,4,1,0,0,0,2
713,2,5,15,18,19,23,44,9,"1,714,720,917",82,4,2,2,3,1,0,0,3,1,0,0,0,2
714,1,7,22,33,37,40,20,7,"2,085,131,733",140,4,2,2,0,1,3,0,3,0,0,0,0,2
715,2,7,27,33,41,44,10,6,"2,605,510,438",154,4,2,2,0,1,1,2,4,0,0,0,0,2
716,2,6,13,16,29,30,21,12,"1,358,752,157",96,2,4,2,2,2,0,0,3,1,0,0,0,2
717,2,11,19,25,28,32,44,6,"2,702,433,688",117,3,3,1,2,2,1,0,4,0,0,0,0,2
718,4,11,20,23,32,39,40,17,"926,166,464",129,3,3,1,2,1,2,0,4,0,0,0,0,1
719,4,8,13,19,20,43,26,9,"1,879,581,334",107,3,3,2,3,0,0,1,3,1,0,0,0,2
720,1,12,29,34,36,37,41,14,"1,233,770,358",149,3,3,1,1,1,3,0,4,1,0,0,0,1
721,1,28,35,41,43,44,31,8,"2,273,767,360",192,4,2,1,0,1,1,3,4,1,0,0,0,2
722,12,14,21,30,39,43,45,4,"4,365,422,719",159,3,3,0,2,2,1,1,4,0,0,0,0,1
723,20,30,33,35,36,44,22,8,"2,114,365,360",198,2,4,0,1,1,3,1,4,1,0,0,0,2
724,2,8,33,35,37,41,14,12,"1,427,789,813",156,4,2,2,0,0,3,1,3,0,0,0,0,1
725,6,7,19,21,41,43,38,11,"1,579,217,250",137,5,1,2,1,1,0,2,4,1,0,0,0,2
726,1,11,21,23,34,44,24,14,"1,166,872,634",134,4,2,1,1,2,1,1,5,0,0,0,0,3
727,7,8,10,19,21,31,20,14,"1,115,107,742",96,4,2,3,1,1,1,0,4,1,0,0,0,2
728,3,6,10,30,34,37,36,5,"3,243,464,400",120,2,4,3,0,1,2,0,3,0,0,0,0,2
729,11,17,21,26,36,45,16,4,"4,198,250,719",156,4,2,0,2,2,1,1,4,0,0,0,0,2
730,4,10,14,15,18,22,39,8,"2,017,382,110",83,1,5,2,3,1,0,0,3,1,0,0,0,2
731,2,7,13,25,42,45,39,7,"2,340,471,054",134,4,2,2,1,1,0,2,4,0,0,0,0,2
732,2,4,5,17,27,32,43,7,"2,203,270,608",87,3,3,3,1,1,1,0,4,1,0,0,0,2
733,11,24,32,33,35,40,13,4,"4,016,725,125",175,3,3,0,1,1,4,0,3,1,0,0,0,1
734,6,16,37,38,41,45,18,9,"1,949,395,500",183,3,3,1,1,0,2,2,4,1,0,0,0,2
735,5,10,13,27,37,41,4,10,"1,847,231,588",133,5,1,2,1,1,1,1,5,0,0,0,0,2
736,2,11,17,18,21,27,6,5,"3,397,362,225",96,4,2,1,3,2,0,0,3,1,0,0,0,2
737,13,15,18,24,27,41,11,4,"4,283,061,000",138,4,2,0,3,2,0,1,3,0,0,0,0,1
738,23,27,28,38,42,43,36,11,"1,634,191,091",201,3,3,0,0,3,1,2,3,1,0,0,0,2
739,7,22,29,33,34,35,30,4,"4,744,122,282",160,4,2,1,0,2,3,0,3,0,1,0,0,1
740,4,8,9,16,17,19,31,18,"936,929,792",73,3,3,3,3,0,0,0,2,1,0,0,0,2
741,5,21,27,34,44,45,16,6,"3,043,595,938",176,4,2,1,0,2,1,2,4,1,0,0,0,2
742,8,10,13,36,37,40,6,16,"1,111,814,813",144,2,4,2,1,0,3,0,3,1,0,0,0,2
743,15,19,21,34,41,44,10,7,"2,608,641,000",174,4,2,0,2,1,1,2,4,0,0,0,0,2
744,10,15,18,21,34,41,43,15,"1,155,411,575",139,3,3,1,2,1,1,1,5,0,0,0,0,2
745,1,2,3,9,12,23,10,20,"746,822,982",50,4,2,4,1,1,0,0,3,0,1,0,0,2
746,3,12,33,36,42,45,25,9,"2,038,623,709",171,3,3,1,1,0,2,2,4,0,0,0,0,2
747,7,9,12,14,23,28,17,9,"1,903,214,584",93,3,3,2,2,2,0,0,3,0,0,0,0,1
748,3,10,13,22,31,32,29,9,"1,928,246,542",111,3,3,2,1,1,2,0,4,1,0,0,0,2
749,12,14,24,26,34,45,41,13,"1,350,104,395",155,1,5,0,2,2,1,1,4,0,0,0,0,3
750,1,2,15,19,24,36,12,7,"2,522,104,286",97,3,3,2,2,1,1,0,4,1,0,0,0,1
751,3,4,16,20,28,44,17,8,"2,097,968,110",115,1,5,2,2,1,0,1,4,1,0,0,0,2
752,4,16,20,33,40,43,7,9,"1,870,358,834",156,2,4,1,2,0,2,1,4,0,0,0,0,2
753,2,17,19,24,37,41,3,6,"2,711,105,063",140,4,2,1,2,1,1,1,5,0,0,0,0,2
754,2,8,17,24,29,31,32,5,"3,427,542,000",111,3,3,2,1,2,1,0,4,0,0,0,0,1
755,13,14,26,28,30,36,37,8,"2,214,427,266",147,1,5,0,2,3,1,0,3,1,0,0,0,2
756,10,14,16,18,27,28,4,5,"3,414,434,700",113,1,5,1,3,2,0,0,3,1,0,0,0,2
757,6,7,11,17,33,44,1,21,"739,839,858",118,4,2,2,2,0,1,1,4,1,0,0,0,2
758,5,9,12,30,39,43,24,8,"2,078,969,954",138,4,2,2,1,1,1,1,5,0,0,0,0,2
759,9,33,36,40,42,43,32,6,"3,032,670,500",203,3,3,1,0,0,3,2,3,1,0,0,0,2
760,10,22,27,31,42,43,12,8,"2,253,299,391",175,3,3,1,0,2,1,2,4,1,0,0,0,2
761,4,7,11,24,42,45,30,7,"2,392,730,518",133,3,3,2,1,1,0,2,4,0,0,0,0,2
762,1,3,12,21,26,41,16,10,"1,631,432,063",104,4,2,2,1,2,0,1,4,0,0,0,0,3
763,3,8,16,32,34,43,10,8,"2,138,130,000",136,2,4,2,1,0,2,1,4,0,0,0,0,2
764,7,22,24,31,34,36,15,7,"2,459,975,465",154,2,4,1,0,2,3,0,3,0,0,0,0,2
765,1,3,8,12,42,43,33,15,"1,109,214,250",109,3,3,3,1,0,0,2,3,1,0,0,0,2
766,9,30,34,35,39,41,21,8,"2,173,637,297",188,4,2,1,0,1,3,1,4,1,0,0,0,2
767,5,15,20,31,34,42,22,15,"1,163,768,725",147,3,3,1,2,0,2,1,4,0,0,0,0,2
768,7,27,29,30,38,44,4,13,"1,363,572,260",175,3,3,1,0,3,1,1,4,1,0,0,0,2
769,5,7,11,16,41,45,4,9,"1,930,760,042",125,5,1,2,2,0,0,2,3,0,0,0,0,2
770,1,9,12,23,39,43,34,8,"2,163,099,329",127,5,1,2,1,1,1,1,5,0,0,0,0,2
771,6,10,17,18,21,29,30,4,"4,362,644,907",101,3,3,2,2,2,0,0,3,1,0,0,0,1
772,5,6,11,14,21,41,32,10,"1,769,608,838",98,4,2,2,2,1,0,1,4,1,0,0,0,3
773,8,12,19,21,31,35,44,11,"1,609,403,080",126,4,2,1,2,1,2,0,4,0,0,0,0,2
774,12,15,18,28,34,42,9,11,"1,709,721,512",149,1,5,0,3,1,1,1,4,0,0,0,0,2
775,11,12,29,33,38,42,17,5,"3,470,437,650",165,3,3,0,2,1,2,1,4,1,0,0,0,2
776,8,9,18,21,28,40,20,7,"2,557,579,393",124,2,4,2,1,2,1,0,4,1,0,0,0,3
777,6,12,17,21,34,37,18,21,"833,468,036",127,3,3,1,2,1,2,0,4,0,0,0,0,2
778,6,21,35,36,37,41,11,3,"6,264,069,500",176,4,2,1,0,1,3,1,4,0,1,0,0,2
